english,german
The Sheffield group were scheduled to perform at the Hydro venue in the city on Friday.,Die Band aus Sheffield sollte am Freitag im Hydro spielen.
"However, lead singer Alex Turner's illness has forced them to reschedule the show.",Wegen der Krankheit des Leadsängers Alex Turner muss das Konzert nun allerdings verlegt werden.
The band's announcement came after they were forced to similarly postpone a gig at the LG Arena in Birmingham on Thursday.,"Die Ankündigung der Band kam, nachdem sie zuvor schon einen Auftritt in der LG Arena in Birmingham am Donnerstag verschieben musste."
"In a statement on their official website, the Arctic Monkeys said: ""Following the decision to postpone the show at the Birmingham LG Arena tonight and after seeking medical advice, Arctic Monkeys must also postpone the show at the Glasgow Hydro on Friday, November 1.""","In einer Erklärung auf ihrer offiziellen Website teilten die Arctic Monkeys mit: „Nach der Entscheidung, die Show in der LG Arena in Birmingham heute Abend abzusagen sowie auf ärztlichen Rat müssen die Arctic Monkeys auch die Show im Hydro in Glasgow am Freitag, dem 1. November absagen.“"
"""Alex Turner has been diagnosed with laryngitis and is regrettably not able to perform.""","„Bei Alex Turner wurde eine Kehlkopfentzündung diagnostiziert, weshalb er leider nicht auftreten kann.“"
The show at the LG Arena in Birmingham will now take place on November 20 and the show at the Glasgow Hydro will now take place on November 21.,"Die Show in der LG Arena in Birmingham findet nun am 20. November statt, die im Hydro in Glasgow wurde auf den 21. November verlegt."
All tickets remain valid for these shows.,Alle Tickets behalten für diese Shows Gültigkeit.
We wish to apologise to all ticket holders for any inconvenience this has caused.,Wir entschuldigen uns bei allen Ticketinhabern für die hierdurch entstandenen Unannehmlichkeiten.
Please contact the customer services at the box office you purchased your tickets from for any further assistance.,"Bitte wenden Sie sich an den Kundenservice an den Verkaufsstellen, an denen Sie Ihr Ticket gekauft haben, falls Sie weitere Unterstützung benötigen."
Pope Francis to name first cardinals in February,Papst Franziskus ernennt im Februar erste Kardinäle
"Pope Francis will create new cardinals of the Catholic Church for his first time on February 22, the Vatican announced Thursday.","Papst Franziskus werde am 22. Februar erstmals neue Kardinäle der katholischen Kirche berufen, wie der Vatikan am Donnerstag bekannt gab."
"Cardinals are the highest-ranking clergy in the Catholic Church below the pope, and they're the ones who elect popes, so Francis will be appointing his first group of men who will ultimately help choose his successor.","Kardinäle sind die ranghöchsten Kleriker in der katholischen Kirche nach dem Papst und sie sind es auch, die einen Papst wählen, sodass Franziskus damit die erste Gruppe von Männern ernennen wird, die letztendlich bei der Wahl seines Nachfolgers mitwirken werden."
There are now 201 cardinals.,Derzeit gibt es 201 Kardinäle.
"However, once a cardinal reaches 80 he is no longer permitted to participate in the election of a pope -- this falls to a group of 120 ""cardinal electors.""","Jedoch kann ein Kardinal, der ein Alter von 80 Jahren erreicht hat, nicht mehr an der Papstwahl teilnehmen – das fällt einer Gruppe von 120 „wahlberechtigten Kardinälen“ zu."
"In a statement announcing the news, Father Federico Lombardi, a Vatican spokesman, said a meeting of all the existing cardinals would be held before the ceremony to elevate the new cardinals, known as a consistory.","In einer Erklärung, in der die Nachricht bekannt gegeben wurde, sagte Pater Federico Lombardi, ein Sprecher des Vatikans, es werde ein Treffen aller Kardinäle stattfinden, ehe die Zeremonie zur Ernennung der neuen Kardinäle abgehalten werde, die auch als Konsistorium bekannt sei."
"""Pope Francis has decided to communicate his decision to convoke February's consistory in advance in order to facilitate the planning of other meetings involving the participation of cardinals from different parts of the world,"" Lombardi said.","„Papst Franziskus hat beschlossen, seine Entscheidung zur Einberufung des Konsistoriums im Februar im Voraus bekannt zu geben, damit andere Treffen, die die Teilnahme von Kardinälen aus aller Welt erfordern, geplant werden können“, sagte Lombardi."
"Jack Valero of Catholic Voices said that by February, the number of cardinal electors was likely to have dropped.","Jack Valero von Catholic Voices sagte, dass die Zahl der wahlberechtigten Kardinäle bis Februar wahrscheinlich gesunken sein werde."
He said usually a pope would name as many cardinals as was needed to raise the number of cardinal electors back to 120 and as many cardinals aged over 80 as he wanted.,"Er erklärte, ein Papst ernenne normalerweise so viele Kardinäle wie nötig, damit die Zahl der wahlberechtigten Kardinäle wieder 120 betrage, und so viele Kardinäle über 80, wie er möchte."
"Next year's consistory would be significant because it would be the first since Francis was elected in March this year, Valero said.","Das Konsistorium im nächsten Jahr sei deshalb bedeutsam, weil es das Erste seit der Wahl von Franziskus im März diesen Jahres sei, so Valero."
At the moment there is a sort of bias towards Europe and especially towards Italy.,Derzeit gebe es einen gewissen Überhang aufseiten Europas und insbesondere Italiens.
"""It will be interesting to see whether the new Pope will nominate cardinals from the rest of the world to restore the balance,"" he said.","„Es wird interessant sein zu sehen, ob der neue Papst Kardinäle aus dem Rest der Welt ernennen wird, um das Gleichgewicht wiederherzustellen“, sagte er."
"Forty percent of Roman Catholics are in South America, but they have a tiny number of cardinals.","Vierzig Prozent der Katholiken leben in Südamerika, doch sie haben nur eine winzige Anzahl von Kardinälen."
"The cardinals will also be the first to be chosen since Francis formed the Council of Cardinals, a group of eight cardinals from around the world tasked with looking into ways to reform the church.","Die Kardinäle werden auch die Ersten sein, die seit der Bildung des von Franziskus gegründeten Rates der Kardinäle berufen werden, eine Gruppe von acht Kardinälen aus der ganzen Welt, die den Auftrag haben, Möglichkeiten zur Reformierung der Kirche zu finden."
In the past the Pope decided everything on his own.,In der Vergangenheit entschied der Papst alles allein.
"""Now Francis has selected these eight cardinals to help him,"" Valero said.","„Nun hat Franziskus diese acht Kardinäle ausgewählt, die ihm helfen sollen“, sagte Valero."
"He said it was ""quite possible"" that Francis would ask the cardinals for advice.","Er erklärte, es sei „gut möglich“, dass Franziskus die Kardinäle um Rat bitte."
But we've not been in that situation before -- it's all completely new.,Doch bisher waren wir nicht in dieser Lage – das ist alles ganz neu.
"Valero said popes typically elevated bishops from large places to the position of cardinal but that Francis was ""full of surprises -- so we don't know who he'll name.""","Valero sagte, dass typischerweise die Bischöfe aus großen Orten zu Kardinälen berufen würden, doch stecke Franziskus „voller Überraschungen – wir wissen also nicht, wen er ernennt“."
GM recalls some new pickup trucks in U.S. to fix seatbacks,GM ruft neue Pickup-Trucks in den USA zur Reparatur der Sitzlehne zurück
"General Motors Co is recalling nearly 19,000 of its all-new 2014 Chevrolet Silverado and GMC Sierra pickup trucks to repair a problem with the manual reclining seatback, according to a notice from U.S. auto safety regulators on Friday.","General Motors rufe knapp 19.000 seiner brandneuen Chevrolet Silverado- und GMC Sierra-Pickup-Trucks mit Baujahr 2014 zurück, um ein Problem mit der manuell verstellbaren Sitzlehne zu beheben, so eine Mitteilung der US-amerikanischen Regulierungsbehörde für Fahrzeugsicherheit am Freitag."
"On some of the trucks, the front seats may have a defect in the reclining mechanism.",Bei einigen der Wagen kann es einen Defekt im Mechanismus für das Zurückstellen der Vordersitzlehne geben.
"As a result, the seatbacks fail to comply with federal auto safety standards on head restraints.",Aus diesem Grund erfüllen sie nicht die Bundesrichtlinien für die Fahrzeugsicherheit bei Kopfstützen.
"""If the vehicle is struck from behind, the head restraint may not properly protect occupants, increasing the risk of injury,"" according to the notice posted on the National Highway Traffic Safety Administration website.","„Wenn von hinten auf das Fahrzeug aufgefahren wird, ist es möglich, dass die Kopfstütze die Insassen nicht richtig schützt, sodass ein erhöhtes Verletzungsrisiko besteht“, war in der Nachricht auf der Website der National Highway Traffic Safety Administration (NHTSA) zu lesen."
The recalled models were built between August 1 and September 10.,Die zurückgerufenen Modelle wurden zwischen dem 1. August und 10. September hergestellt.
GM's truck roll-out began in June and represents the most important vehicle launch for the No. 1 U.S. automaker since its 2009 bankruptcy restructuring.,Die Lieferung der GM-Trucks begann im Juni und stellt den wichtigsten Modellstart des führenden US-amerikanischen Autoherstellers seit der insolvenzbedingten Umstrukturierung 2009 dar.
GM told truck owners about the defect in the first half of October.,GM informierte die Fahrzeugbesitzer in der ersten Oktoberhälfte über den Defekt.
"NHTSA could not review the owner notification letter due to the 16-day government shutdown, which tempered auto sales growth in October.","Die NHTSA konnte wegen des 16-tägigen Government Shutdowns das Benachrichtigungsschreiben nicht prüfen, was sich negativ auf die Autoverkäufe im Oktober auswirkte."
"Sales of the Silverado and Sierra trucks, which were redesigned for the 2014 model year, were up about 20 percent during the first 10 months of the year, GM said on Friday.","Der Verkauf der Silverado- und Sierra-Trucks, die für das Modelljahr 2014 neu entwickelt wurden, sei in den ersten zehn Monaten des Jahres um 20 Prozent gestiegen, erklärte GM am Freitag."
"In October, GM sold 42,660 Silverado and 16,503 Sierra pickup trucks.",Im Oktober verkaufte GM 42.660 Silverado- und 16.503 Sierra-Pickup-Trucks.
GM shares were up 1.4 percent at $37.47 on the New York Stock Exchange on Friday afternoon.,"Die GM-Aktie stieg an der New Yorker Börse um 1,4 Prozent auf 37,47 US-Dollar am Freitagnachmittag."
An Obama voter's cry of despair,Verzweiflungsschrei eines Obama-Wählers
"I voted for President Obama twice, sharing hope in possibility of change","Ich habe Präsident Obama zweimal gewählt in der Hoffnung darauf, dass Veränderung möglich sei"
He says Obama has had worthy efforts thwarted by GOP obstructionism,"Er sagt, Obama habe lobenswerte Bemühungen unternommen, die von der Blockadetaktik der Republikaner vereitelt worden seien"
"Obstructionism can't excuse Obamacare website woes, drone attacks","Die Blockadepolitik entschuldige nicht die Website-Probleme von Obamacare, die Drohnenangriffe"
Obama's 2008 campaign memoir is a sad reminder of what might have been,"Obamas Memoiren über den Wahlkampf 2008 seien eine traurige Erinnerung an das, was möglich gewesen wäre"
Nathaniel P. Morris is a second-year student at Harvard Medical School.,Nathaniel P. Morris ist Student im zweiten Jahr an der Harvard Medical School.
I'm reading a terribly sad book these days.,Ich lese derzeit ein furchtbar trauriges Buch.
"It's a book that I thought would uplift me during the doldrums of second-year medical school, and renew in me a sense of hope.","Es ist ein Buch, von dem ich geglaubt habe, es würde mich während des trübsinnigen zweiten Jahres meines Medizinstudiums aufheitern und mir wieder Hoffnung geben."
"It's called ""The Audacity to Win,"" and it's a memoir of Barack Obama's 2008 presidential campaign.",Es heißt „The Audacity to Win“ (Mut zu gewinnen) und schildert die Memoiren Barack Obamas zur Präsidentschaftswahl 2008.
"When I'm finished with my patient write-ups at night and get into bed, the book returns me to a time when politics inspired millions and speeches could take your breath away.","Wenn ich abends mit meinen Patientenniederschriften fertig bin und zu Bett gehe, dann führt mich das Buch zurück in eine Zeit, als die Politik Millionen inspirierte und einem Reden den Atem rauben konnten."
"The election turned out to be a landslide, and news anchors paused to reflect on the historic nature of the hour.","Die Wahl wurde zu einem Erdrutschsieg und Nachrichtensprecher hielten inne, um die historische Bedeutung dieser Stunde vor Augen zu führen."
"My classmates cried with joy, and my parents saved every newspaper they could find.","Meine Klassenkameraden weinten vor Freude und meine Eltern sammelten alle Zeitungen, die sie finden konnten."
"A young team of visionaries was headed for the White House, and the nation was ready for change.",Ein junges Team von Visionären war auf dem Weg ins Weiße Haus und die Nation war bereit für Veränderung.
"During Obama's transition to office in 2008, he had an 82% approval rating.","Als damals 2008 Obama ins Amt wechselte, hatte er Zustimmungswerte von 82 %."
And then I close the book.,Und dann schließe ich das Buch.
"Cutting to the present is a rude awakening, like snapping out of a dream.","Wieder umzuschalten auf die Gegenwart ist ein böses Erwachen, als ob man aus einem Traum gerissen wird."
"It's hard to remember those days of optimism -- they seem a distant memory, a sad reminder of opportunities gone by.","Es fällt schwer, sich an diese optimistischen Zeiten zu erinnern – sie scheinen eine vage Erinnerung zu sein, eine traurige Mahnung an verpasste Möglichkeiten."
"Change indeed happened, in the years since I cast my first ballot.","In den Jahren, seit ich erstmals meine Stimme abgegeben habe, hat sich tatsächlich etwas verändert."
It was simply nothing I could have imagined.,"Aber es ist einfach nichts, was ich mir hätte vorstellen können."
"I credit Obama with great and varied accomplishments, from the passage of the Affordable Care Act to our military exit from Iraq, the end of ""don't ask don't tell,"" to the killing of Osama bin Laden.","Ich erkenne die großartigen und vielseitigen Dinge an, die Obama erreicht hat, von der Verabschiedung des Affordable Care Act für Krankenversicherung bis zum militärischen Abzug aus dem Irak, dem Ende des erzwungenen Verschweigens von Homosexualität in der Armee und der Tötung Osama bin Ladens."
"Moreover, I believe that partisan obstructionism has upended too many efforts to push our nation forward: immigration reform, a public option for health care, and closing the base at Guantanamo Bay, among others.","Auch ich bin der Ansicht, dass die parteipolitische Blockadetaktik zu viele Bestrebungen gekippt habe, mit denen unsere Nation vorwärts gebracht werden sollte: Einwanderungsreform, eine öffentliche Option für Krankenversicherung und das Schließen von Guantanamo Bay, um nur einige zu nennen."
"But, after the countless times in which I have found myself defending the Obama administration to colleagues and peers, I've reached a limit to the explanations that I can provide.","Doch nachdem ich zahllose Male die Obama-Regierung gegenüber Kollegen und Bekannten verteidigt habe, bin ich mit meinen Erklärungsversuchen am Ende angelangt."
I've reached a point of political despair.,Ich habe einen Punkt politischer Verzweiflung erreicht.
"Republican obstructionism cannot explain allowing the bugging of foreign leaders, nor having drones strike innocent children overseas.","Die republikanische Blockadepolitik kann nicht erklären, weshalb man das Abhören ausländischer Staatsoberhäupter zulässt oder die Tötung unschuldiger Kinder durch Drohnen in Übersee."
"It cannot explain having the National Security Agency collect data on the private lives of Americans, nor prosecuting whistle-blowers who reveal government wrongdoing.","Es kann nicht erklären, weshalb die National Security Agency Daten über das Privatleben von Amerikanern sammelt und warum Whistleblower bestraft werden, die staatliches Fehlverhalten offenlegen."
"It cannot account for assassinating Anwar al-Awlaki, an American citizen, without a trial, nor shirking public funding and spending limits during presidential campaigns.","Es kann nicht erklären, weshalb Anwar al-Awlaki, ein US-amerikanischer Staatsbürger, ohne Verfahren ermordet wurde, noch weshalb die öffentlichen Finanzierungs- und Ausgabegrenzen während der Präsidentschaftswahlen umgangen werden."
"It cannot justify the findings of a report that says the White House's efforts to silence the media are the ""most aggressive ... since the Nixon Administration.""","Es rechtfertigt nicht die Ergebnisse eines Berichts, in dem es heißt, die Anstrengungen des Weißen Hauses zur Ruhigstellung der Medien seien die „aggressivsten ... seit der Nixon-Regierung“."
"And, most recently, it cannot excuse the failure to design a simple website more than three years since the Affordable Care Act was signed into law.","Und jüngstens kann es nicht die Unfähigkeit entschuldigen, in den mehr als drei Jahren seit der Verabschiedung des Affordable Care Act eine einfache Website zu entwerfen."
I don't know if this is what I should have expected.,"Ich weiß nicht, ob es das ist, was ich hätte erwarten sollen."
"If, at 18 years old, I was supposed to figure out that governance may contradict the political campaigns that precede it.","Ob ich mit 18 hätte verstehen sollen, dass die Regierungsarbeit den ihr vorangehenden politischen Kampagnen widersprechen könnte."
"Obviously, elective office isn't a predictable course, as the opposing political party and random events, such as the Newtown massacre, will shape our public conversation.","Offensichtlich ist das Abgeordnetenamt kein vorhersehbarer Kurs, da eine Oppositionspartei und zufällige Ereignisse wie das Newtown-Massaker die öffentliche Diskussion prägen."
"Yet, of all of the examples that I have listed above, they largely seem to be of the administration's own choosing.","Doch wenn ich mir die oben genannten Beispiele ansehe, dann scheinen sie weitgehend von der Regierung selbst gewählt zu sein."
That is what troubles me most of all.,Und das stört mich am meisten.
"I voted for Obama again in 2012, but not because I was excited by his candidacy.","Ich habe 2012 wieder Obama gewählt, nicht weil ich über seine Kandidatur begeistert war."
Mitt Romney presented a confusing and unrefined alternative who could not seem to lock down his policies or his positions.,"Mitt Romney stellte eine verwirrende und unausgegorene Alternative dar, er schien seine Richtung und Positionen nicht festlegen zu können."
"I felt that a second term for Obama, free from the pressures of future elections, would fulfill the hope that we had heard of for so long.","Ich hatte den Eindruck, eine zweite Amtszeit für Obama, frei vom Druck künftiger Wahlen, würde die Hoffnung erfüllen, von der wir schon so lange gehört hatten."
"Still, as Obama's approval rating sank below 45% this week, returning to 2008 through that book has become that much harder.",Doch mit dem Sinken der Zustimmungswerte für Obama auf unter 45 % diese Woche ist die Rückkehr ins Jahr 2008 durch dieses Buch um so härter geworden.
It makes me yearn for the many promises that disappeared.,"Es weckt in mir die Sehnsucht nach den vielen Versprechen, die sich in Luft aufgelöst haben."
This week I was reading the portion of the book describing how Obama suffered a huge loss to Clinton in the Pennsylvania primary.,"Diese Woche las ich einen Abschnitt in dem Buch, der beschreibt, wie Obama einen schweren Verlust gegen Clinton bei den Vorwahlen in Pennsylvania einstecken musste."
"At a post-mortem campaign meeting, he told his staff that they needed to get back on track and stay true to the purpose of their cause.","In einem Treffen mit den Wahlhelfern nach der Entscheidung sagte er seinen Mitarbeitern, sie müssten zurück auf Kurs kommen und dem Zweck ihrer Sache folgen."
"""I want us to get our mojo back,"" he said.","„Ich möchte, dass wir unseren Zauber wiederfinden“, sagte er."
We've got to remember who we are.',"Wir müssen uns daran erinnern, wer wir sind."
"It's five years later, Mr. President, and I couldn't agree with you more.","Es sind fünf Jahre später, Mr. President, und ich könnte Ihnen nicht stärker zustimmen."
The opinions expressed in this commentary are solely those of Nathaniel Morris.,Die in diesem Kommentar ausgedrückten Ansichten sind ausschließlich die von Nathaniel Morris.
Clive Palmer claims PM Tony Abbott has conflict of interest over parental leave scheme,"Clive Palmer behauptet, Premierminister Tony Abbott habe Interessenkonflikt beim Elternurlaub"
Billionaire MP Clive Palmer says Prime Minister Tony Abbott has a conflict of interest over his parental leave scheme because his daughters might get pregnant and benefit from it.,"Der Milliardär und Abgeordnete Clive Palmer sagt, Premierminister Tony Abbott stünde in einem Interessenkonflikt bei seinen Plänen zum Elternurlaub, weil seine Töchter schwanger werden und deshalb davon profitieren könnten."
"The mining magnate, who is in a dispute about paying a $6 million carbon tax bill, made the claim as he tried to brush off questions about whether he had a conflict.","Der Bergbaumagnat, der sich in einer gerichtlichen Auseinandersetzung über die Zahlung von 6 Millionen Dollar an CO2-Steuer befindet, stellte die Behauptung auf, als er Fragen vom Tisch wischen wollte, ob er sich in einem Konflikt befände."
The Palmer United Party could control up to four votes in the Senate that may be crucial in deciding if the carbon and mining taxes are axed.,"Die Palmer United Party könnte bis zu vier Stimmen im Senat kontrollieren, die wichtig für die Entscheidung sind, ob die CO2- und Bergbausteuern gestrichen oder gekürzt werden."
But Mr Palmer claimed it was only ministers who could have a conflict of interest and said Mr Abbott's daughters stood to personally benefit from policies.,"Doch Palmer behauptete, dass nur Minister Interessenkonflikte haben könnten und die Töchter von Abbott persönlich von den Gesetzen profitieren würden."
"""He's got a major conflict of interest when it comes to paid parental leave because if any of those daughters get pregnant, he'll have a direct interest whether they get leave or not,"" Mr Palmer said.","„Er befindet sich in einem großen Interessenkonflikt, wenn es um bezahlten Elternurlaub geht, denn wenn eine seiner Töchter schwanger wird, hat er ein direktes Interesse daran, ob sie Urlaub erhält oder nicht“, sagte Palmer."
"Two months after the election, the electoral commission officially declared Mr Palmer the winner of the Sunshine Coast seat of Fairfax by 53 votes, after a recount.",Zwei Monate nach der Wahl erklärte die Wahlkommission Palmer mit 53 Stimmen Vorsprung nach der Neuauszählung offiziell zum Gewinner des Sunshine-Coast-Sitzes von Fairfax.
Mr Palmer called for overhaul of election counting to speed up the process.,"Palmer forderte eine Überarbeitung des Prozesses zur Stimmauszählung, damit dieser schneller vonstatten gehe."
Tony Abbott's daughters Frances and Bridget.,Tony Abbotts Töchter Frances und Bridget.
Should this election be decided two months after we stopped voting?,Sollten diese Wahlen zwei Monate nach dem Ende der Stimmabgabe entschieden werden?
"""We need to have a better system,"" he said.","„Wir brauchen ein besseres System“, sagte er."
"Why is it that we shouldn't have a system where you can walk in, punch your details into a computer, vote immediately and have a result at 6.30 that night?","Weshalb sollten wir kein System haben, bei dem man hereinmarschiert, die Daten in einen Computer eingibt, sofort wählt und dann um 6:30 Uhr abends das Ergebnis hat?"
Mr Palmer also criticised the use of pencils to mark ballots.,Palmer kritisierte auch die Verwendung von Bleistiften beim Markieren der Stimmzettel.
Is it because they can rub out the result if someone doesn't like it?,"Verwendet man sie, weil man dann die Ergebnisse ausradieren kann, wenn sie einem nicht gefallen?"
In this day and age having a pencil seems extraordinary.,Heutzutage mit Bleistiften abzustimmen ist unglaublich.
The Electoral Commission has been studying options for electronic voting and recently released a joint discussion paper with New Zealand.,Die Wahlkommission hat die Optionen für eine elektronische Wahl geprüft und kürzlich einen gemeinsamen Gesetzesvorschlag mit Neuseeland veröffentlicht.
"Mr Palmer, 59, said his policies included an international airport for the Sunshine Coast and he would take ""very seriously"" his new job.","Palmer, 59, erklärte, dass zu seiner Politik ein internationaler Flughafen für die Sunshine Coast gehöre und dass er sein neues Amt „sehr ernst“ nehmen werde."
Public office is about public service.,Bei einem öffentlichen Amt gehe es um den Dienst an der Öffentlichkeit.
"""We seek no reward, except the reward of history that we can at a critical time serve this community,"" he said.","„Wir streben nach keiner Belohnung außer der der Geschichte, nämlich, dass wir in einer kritischen Zeit dieser Gemeinschaft dienen können“, sagte er."
RBS suspends two forex traders,RBS suspendiert zwei Devisenhändler
"Royal Bank of Scotland has suspended two traders in its foreign exchange division according to two people familiar with the situation, in another sign that the global probe by regulators into the suspected manipulation of the currency market is rapidly gaining traction.","Die Royal Bank of Scotland hat zwei Händler aus ihrer Devisenabteilung suspendiert, so zwei Personen, die mit der Situation vertraut sind; dies ist ein weiteres Indiz dafür, dass die weltweite behördliche Ermittlung zu den mutmaßlichen Manipulationen am Währungsmarkt rasant an Fahrt aufnimmt."
"Some of the world's largest banks, including UBS, Barclays, Deutsche Bank and RBS, have confirmed they are co-operating with regulators in investigations into the world's largest financial market, where $5.3tn changes hands each day.","Einige der größten Banken der Welt, einschließlich UBS, Barclays, Deutsche Bank und RBS, bestätigten, dass sie mit den Behörden bei den Ermittlungen im weltweit größten Finanzmarkt zusammenarbeiten, auf dem täglich 5,3 Billiarden US-Dollar den Besitzer wechseln."
The two traders would be the first RBS employees to be suspended in the widening probe that echoes the Libor interbank lending manipulation scandal.,"Die beiden Händler wären die ersten RBS-Mitarbeiter, die in der sich ausweitenden Untersuchung suspendiert wurden, die der Skandal um das Libor-Interbankengeschäft nach sich zieht."
"The bank, which declined to comment on the suspensions, confirmed this month that it has received requests for information from regulators.","Die Bank, die keinen Kommentar zu den Suspendierungen abgab, bestätigte diesen Monat, dass sie Informationsanfragen von Behörden erhalten habe."
"""Our ongoing inquiry into this matter continues and we are co-operating fully with the FCA and our other regulators,"" the bank said two weeks ago.","„Unsere Ermittlungen zu diesem Thema gehen weiter und wir kooperieren voll mit der FCA und anderen Regulierungsbehörden“, sagte die Bank vor zwei Wochen."
"Last month, people close to the situation said that RBS had turned over records of emails and instant messages to the UK regulator, the Financial Conduct Authority, sent to and from a former trader.","Letzten Monat gaben der Situation nahestehende Personen an, dass die RBS die Aufzeichnungen von E-Mails und Instant Messages, die von und an einen früheren Händler gesandt wurden, an die britische Aufsichtsbehörde, die Financial Conduct Authority, weitergeleitet habe."
"This trader, Richard Usher, left RBS in 2010 and is understand to have be given leave from his current position as European head of forex spot trading at JPMorgan.","Dieser Händler, Richard Usher, hatte die RBS 2010 verlassen und soll inzwischen von seiner derzeitigen Position als europäischer Leiter des Forex-Spot-Handels bei JPMorgan beurlaubt worden sein."
"Rohan Ramchandani, head of European spot trading at Citi, went on leave this week, while Matt Gardiner, a former senior currencies trader at Barclays and UBS, was suspended by Standard Chartered this week.","Rohan Ramchandani, Leiter des europäischen Spot Trading bei Citi, wurde diese Woche beurlaubt und Matt Gardiner, früher leitender Währungshändler bei Barclays und UBS, wurde diese Woche bei Standard Chartered suspendiert."
None of these traders have been accused of any wrongdoing.,Keinem dieser Händler wurde irgendein Fehlverhalten vorgeworfen.
"Mr Usher's instant message group included bankers at Barclays and Citigroup, people close to the situation said.","Zur Instant Message-Gruppe von Usher gehörten Banker bei Barclays und der Citigroup, sagten der Situation nahestehende Personen."
"UBS said this week it had taken action against some of its employees after the Swiss regulator, Finma, said it was investigating suspected manipulation of the foreign exchange market at a number of Swiss banks.","UBS gab diese Woche bekannt, dass sie Schritte gegen einige ihrer Mitarbeiter unternommen habe, nachdem die Schweizer Regulierungsbehörde Finma erklärt hatte, dass sie eine mutmaßliche Manipulation des Devisenmarkts bei einer Reihe schweizerischer Banken untersuche."
"At least six authorities globally - the European Commission, Finma, Switzerland's competition authority Weko, the FCA, the Department of Justice in the US and the Hong Kong Monetary Authority - are looking at allegations that bankers colluded to move the currencies market.","Mindestens sechs Behörden weltweit – die Europäische Kommission, Finma, die Schweizer Wettbewerbsbehörde Weko, die FCA, das US-amerikanische Justizministerium und die Hong Kong Monetary Authority – beschäftigen sich derzeit mit Vorwürfen, wonach Banker sich bei Transaktionen am Währungsmarkt abgesprochen haben sollen."
"HSBC, Citigroup, JPMorgan and Credit Suisse have also launched internal probes or received requests for information from regulators, said people familiar with the situation.","HSBC, Citigroup, JPMorgan und Credit Suisse haben außerdem interne Untersuchungen eingeleitet oder Informationsanfragen von Behörden erhalten, sagten mit der Situation vertraute Personen."
"Banks are scouring through years"" worth of instant messages and emails to search for instances of wrongdoing.",Banken durchkämmen Instant Messages und E-Mails aus mehreren Jahren auf der Suche nach Fällen von Fehlverhalten.
News about the probes has rattled traders in an area that has been one of the bigger profit drivers of investment banks' trading units in past years but which has been challenged this year as low volatility in currencies cuts opportunities for speculators.,"Die Nachrichten über diese Untersuchungen hat die Händler in einem Bereich in Aufruhr versetzt, der in den letzten Jahren zu einem der profitabelsten der Trading-Einheiten von Investmentbanken gehört hat, aber dieses Jahr unter Druck stand, weil niedrige Volatilität bei Währungen die Chancen für Spekulanten einschränkt."
"Some bankers have tried to play down the affair by saying the vast and highly liquid foreign exchange market is almost impossible to manipulate, but senior traders are saying this is not necessarily true.","Einige Banker haben versucht, die Affäre herunterzuspielen und sagten, dass es nahezu unmöglich sei, den ausgedehnten und hochgradig liquiden Devisenmarkt zu manipulieren, doch führende Händler sind der Ansicht, dass dies nicht unbedingt wahr sei."
"A senior trader said that despite the huge volume of daily foreign exchange trading, the fragmentation of liquidity between different trading platforms and banks"" increasing use of their own internal platforms meant that ""you can start to get an impact on the market at quite small ticket prices.""","Ein führender Händler bemerkte, dass trotz des enormen täglichen Volumens im Devisenhandel die Fragmentierung der Liquidität zwischen den verschiedenen Handelsplattformen und der zunehmende Einsatz eigener interner Plattformen durch Banken dazu führe, dass „man schon mit sehr geringen Ticket-Preisen den Markt beeinflussen kann“."
The news came on the same day as Credit Suisse announced it had dismissed a trader at its London exchange traded funds desk this week after he had caused a nearly $6m loss late last year.,"Die Nachricht kam am selben Tag heraus, als Credit Suisse bekannt gab, sie habe diese Woche einem Händler ihres London Exchange Traded Funds-Büros gekündigt, nachdem er Ende letzten Jahres einen Verlust von knapp sechs Millionen Dollar verursacht hatte."
The bank promptly notified the relevant authorities and has been co-operating with its regulators.,Die Bank informierte prompt die zuständigen Behörden und arbeitet mit ihnen zusammen.
"""We are confident the trader acted alone and that the matter has been contained,"" Credit Suisse said.","„Wir sind sicher, dass der Händler allein gehandelt hat und dass die Angelegenheit eingedämmt ist“, erklärte Credit Suisse."
Hoarding on the Bechtle plot painted,Den Bauzaun auf dem Bechtle-Grundstück bemalt
"A group belonging to the ""Schweizer Wiese"" citizen's initiative has given the hoarding on the Bechtle plot on the spa promenade in Bad Herrenalb a face-lift.","Eine Gruppe der Bürgerinitiative ""Schweizer Wiese"" hat den Bauzaun auf dem Bechtle-Grundstück an der Kurpromenade in Bad Herrenalb verschönert."
"In addition, they have cleaned and widened the footpath, a press release announced.","Außerdem säuberte und verbreiterte sie den Fußweg, heißt es in einer Pressemitteilung."
"The planned covering of the dilapidated house to the rear of the plot was not permitted for safety reasons, as the premises were at risk of collapsing.","Das geplante Abdecken des zerfallenden Hauses im hinteren Teil des Grundstücks war aus Sicherheitsgründen nicht erlaubt worden, denn das Gelände droht abzurutschen."
"Alfred Abel, who currently manages the site, arranged the 'face-lift' in cooperation with his colleague, Reinhard Domke, from the citizen's initiative.","Alfred Abel, der das Grundstück derzeit verwaltet, hatte die Verschönerungsaktion mit seinem Kollegen Reinhard Domke von der BI abgesprochen."
